Name of the Material/Component,Quantity,Reference Link,Additional Note
DC6-12V MINI Aquarium water Pump R385,6,https://robu.in/product/dc6-12v-mini-aquarium-water-pump-r365/#tab-description,
,,,
,,,
,,,
,,,
